,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
subpl,0.579223,-0.3219304,0.072284,-0.074701466,-0.09825383,0.019250205,0.06198051,0.19434786,0.030218387,0.24384119,-0.08709146,-0.011000172,0.2263913,0.33778408,-0.18965003,-0.42782184,0.3843429,0.033978906,-0.13665101,0.29103768,-0.3563966,0.10056902,-0.049514074,-0.27110198,0.35178202,0.47500816,-0.07940648,0.04262493,0.24939276,-0.71328104,0.045064908,0.5565201,-0.14529693,-0.043517977,0.50248235,-0.3391644,0.27111793,0.04131494,-0.18136972,0.19128163,0.39505365,0.010810768,0.26212275,-0.20098932,-0.23894025,0.04832637,0.13154721,0.42438874,0.9173005,-0.12929027,-0.1816026,-0.27441758,-0.39813134,0.1278086,-0.025020257,0.32687488,-0.2858086,0.4056976,-0.06293639,0.3736052,0.13361731,0.08304748,-0.19196743,0.100925356,0.25299972,-0.13007239,0.33579212,0.23318414,-0.7382887,-0.064622685,0.011220035,0.056862,-0.11534861,-0.40279624,0.32292718,0.22797276,-0.007774521,-0.90625596,-0.018480424,-0.061376017,-0.28725412,0.32136706,0.25093693,0.2955062,-0.5947807,-0.6552173,0.2980756,-0.121895626,0.056336295,-0.11157272,-0.4226908,0.5747492,0.2722789,-0.098411456,0.23409633,-0.33295375,0.29124475,-0.01094454,-0.40641665,-0.725991
tor,0.73758525,0.5249851,0.14953785,0.36095557,-0.1002891,0.016199926,-0.31149796,0.3011875,0.10189605,-0.236017,-0.35203445,0.04815317,-0.010853382,0.95013964,0.06464982,-0.61180043,0.31183574,0.11581535,-0.53737473,-0.11511795,-0.19253038,0.26521292,-0.26476437,0.1146166,0.15610087,0.36725947,-0.4485388,0.6200894,-0.002998784,-0.19608572,-0.20860675,-0.18442827,0.08345591,-0.3485084,-0.021660253,-0.41713658,-0.065807894,0.2754581,-0.4790786,0.26334995,0.030453343,0.32449934,-0.058569912,0.18765931,-0.53061825,0.014106927,0.0325454,0.040822256,0.23398797,0.06892769,-0.16897096,-0.20479041,-0.028610157,0.12406082,0.15360855,0.15311185,-0.71911204,-0.030135553,-0.10423044,-0.13172528,-0.20003402,-0.08036611,-0.09932386,0.2196503,-0.3130934,0.4131048,0.038238283,-0.25986,-0.46154913,0.031644005,0.33719382,-0.3961985,-0.63042665,0.5325009,0.26216885,0.34929225,-0.3182054,-0.21475883,-0.025772605,-0.29304907,0.6090347,-0.39549792,0.06083862,0.26793322,0.52240396,-0.23149139,-0.10098304,-0.3591763,0.07374947,-0.47406015,-0.47244263,0.7423914,-0.078492224,-0.16221659,0.17280205,0.36290312,0.13018017,0.0040578903,-0.055561244,-0.49968213
repe,-0.1754018,0.27331924,0.048276268,-0.06030643,-0.001273702,0.015320908,-0.050530016,0.02115669,-0.006116624,0.6466369,-0.14507067,0.67956984,-0.11869667,-0.047952954,0.49379587,0.120913394,-0.2412602,0.33928362,-0.1302347,-0.08429358,-0.3929932,-0.10639533,0.047333937,0.10779755,0.022060828,-0.00020364528,-0.4711205,-0.11981551,0.013725338,-0.35343254,0.037791297,-0.11575099,-0.46398938,-0.0142405685,0.52272004,0.23029993,-0.040116996,-0.4756507,0.45216027,-0.033654325,-0.27972957,-0.24327527,0.12094593,-0.1983263,0.095158875,0.1217893,0.029723242,-0.38334665,0.3694348,-0.44300565,-0.10233681,-0.6106151,-0.43560252,-0.18776023,-0.05173005,0.11780809,-0.20183356,0.06691649,-0.08971041,0.5150842,0.58883506,-0.17503917,-0.61221635,0.32996613,0.1675502,0.0001856546,0.27034348,-0.5954798,-0.11195593,0.24304762,-0.029056922,-0.465293,-0.44493255,-0.4611378,-0.1677016,-0.077522345,-0.10083073,-0.46528387,0.019468268,-0.5833258,-0.71957695,0.0059936964,0.80024046,-0.056065448,-0.39511025,0.5191661,-0.36175033,-0.1922845,-0.054528188,-0.115849696,-0.3083654,-0.05868817,0.032929733,0.30846313,-0.28238562,0.040594462,-0.049013905,0.13324091,0.072522745,-0.16862771
table,-0.018987924,0.06213771,0.067702286,0.109742366,-0.21377365,0.44727305,-0.15427423,-0.124521606,-0.051366244,-0.15630227,-0.09698267,0.06475345,-0.3357579,0.37557083,-0.08525973,0.27550676,-0.5135894,-0.37582296,0.15102217,-0.13221946,0.07736725,-0.17936108,0.25975803,0.1065824,0.43290538,0.43074572,-0.19071214,0.04305212,-0.0895009,0.057004437,-0.21954511,0.56774956,-0.19565551,0.041940276,-0.5672083,-0.41318226,0.65927446,-0.28861296,0.20419313,0.21775576,0.20321316,-0.34271267,-0.07958845,0.22501549,0.16970232,0.04031996,-0.0915376,-0.39084974,0.12570414,-0.0051080193,-0.0222822,-0.40459386,-0.5652149,-0.019851012,0.3308686,0.16495539,-0.6034208,0.5502867,-0.56720203,0.04904618,-0.02624721,0.2414083,-0.5015419,0.19144635,0.19350708,0.3310949,-0.42751566,-0.2878866,-0.7485035,-0.5448725,-0.022215363,-0.17206709,-0.28198507,0.12744896,0.0630051,-0.25724092,0.34881833,-0.57273793,0.38491625,-0.26159644,0.067730114,-0.3155911,-0.43204117,-0.004174735,0.3212033,-0.34172764,-0.17933556,-0.60420316,-0.34743515,-0.41892782,0.22331356,0.0048817303,-0.15603933,-0.2668553,0.1081181,0.10559071,0.052954406,0.17439644,-0.18690223,-0.15730168
pr,-0.24989505,0.8917352,0.36084253,-0.15767233,-0.44811797,0.44772616,-0.32382038,0.0866356,-0.084406234,0.019218413,-0.26759684,-0.1584053,-0.23275189,0.43618792,-0.3289272,-0.40325972,0.09899466,-0.32912654,-0.02692039,-0.077195905,-0.061178897,-0.5126784,0.32907867,0.32509306,0.30267885,-0.09125083,-0.41878787,0.4317834,-0.2931318,-0.060995687,-0.3927357,0.19396618,-0.39967045,0.038444478,0.141525,-0.33912432,0.1607857,-0.2109366,0.11275548,0.15143254,-0.1599725,-0.1351079,-0.7017908,-0.34433222,0.24495386,0.7135272,0.07995935,-0.00913605,0.02393192,-0.25025964,-0.17271169,0.054398775,-0.04581153,-0.33769032,0.5689697,0.25529847,-0.3923321,0.36987743,-0.16801858,-0.10673969,-0.31049225,-0.021836588,-0.10088675,0.8918702,0.23727518,0.5396977,-0.2161916,-0.20078285,-0.6793104,0.048117228,-0.010016142,-0.5139686,-0.35427523,0.20187005,0.24505156,-0.377794,0.42906672,-0.12969747,0.15590222,0.030591307,-0.2931137,0.34143922,0.06742568,-0.21393763,0.29273248,-0.16098803,-0.39998075,-0.26231346,-0.0013648293,-0.17942402,-0.046267048,0.22689195,0.13079119,-0.4658425,-0.06887751,-0.16281898,0.28718776,-0.04604464,-0.056925837,0.08495243
perfor,0.05681973,0.3042363,-0.07656329,-0.055987448,-0.32106888,0.2604274,0.12231741,-0.22355673,-0.26538906,0.52089113,-0.19765213,0.22033392,-0.2554245,0.076312944,-0.06520815,-0.033431,-0.109600246,-0.43039548,-0.12135656,-0.12179168,-0.16944328,-0.3805053,-0.21677251,0.5374359,0.16750178,0.13264412,-0.4468465,0.12878016,-0.3286986,0.02342162,-0.26632285,-0.18526608,-0.5175584,-0.15504836,0.35569087,-0.11315671,0.07489722,0.13143745,-0.20105529,0.10108585,0.3584267,-0.14192997,-0.13665538,0.12222192,0.63088036,0.19773275,0.53086495,-0.24174269,-0.30683234,-0.39183304,-0.024844555,-0.07114858,-0.20853722,0.51288486,0.4873228,0.37405017,-0.49526608,-0.2145908,-0.28399578,0.26842043,0.17135565,-0.40207562,-0.35898405,0.46456233,0.09511059,-0.22160001,-0.43718153,-0.4939637,-0.18956047,0.5003858,-0.044259444,-0.2595701,-0.6415488,-0.05577277,0.036073122,-0.15626983,0.19545427,-0.9304236,0.21855608,0.30177286,-0.17264886,-0.18771002,0.6436114,0.5191345,-0.20797975,0.19121481,-0.40335107,-0.36308706,-0.29235378,0.13040082,-0.30599627,0.446088,0.17030138,0.1108339,0.19020826,0.2182928,0.05840283,0.15794052,0.29802167,0.19740026
ecide,0.12048006,-0.29991537,0.29605088,0.33232856,-0.107811265,0.39111957,-0.17591597,0.17142107,0.27663472,0.34580436,-0.5768461,0.14988464,0.39750803,0.32954204,0.1664535,-0.3968365,-0.11054434,0.046590082,0.03417929,-0.616188,0.17655814,0.2913938,0.16270496,0.3626811,0.12581098,-0.10334958,-0.7463608,-0.07159127,0.09149542,-0.075743556,-0.18766114,-0.20103076,0.36921945,-0.1654009,-0.11242901,-0.17476997,-0.112838514,0.31915486,0.29945782,0.31831485,0.27150464,0.61085033,0.38975197,0.018185405,0.17806514,0.54821444,-0.09471786,-0.1940374,0.35146308,-0.09945814,-0.091727145,-0.47595164,-0.38902277,0.23869699,0.3017737,-0.03255151,-0.6280083,-0.36027202,0.10632542,0.15187652,0.1215329,-0.18815465,-0.43053916,0.14138836,0.5712329,0.034905966,0.5735504,-0.27594802,-0.4394603,0.13292386,0.024540566,-0.17421941,-0.58909714,-0.39087614,-0.16876088,0.16490176,-0.022574553,-0.40828753,0.6703868,-0.13967146,-0.44519386,-0.29013303,0.056253985,0.30844477,-0.31565434,0.0037970836,-0.06567792,-0.38711402,0.51555055,-0.07488581,-0.1850582,0.3559468,0.10178394,0.21387532,0.24987856,-0.19720003,0.17141423,0.54521453,0.1558303,0.0035904252
wo,0.30239516,0.17919123,-0.02150201,-0.35802898,-0.15279211,-0.4789288,-0.18220423,0.28640828,0.11161369,0.6947966,0.07729049,0.06024279,-0.39380774,0.232079,0.23167796,0.19128898,-0.025592132,0.23936272,0.06439877,-0.12624642,-0.33791414,-0.11381247,-0.18975773,0.19624771,-0.0029763752,-0.15280937,-0.25241053,-0.11640605,-0.21877575,-0.3983265,0.08848201,-0.05199919,-0.29100174,-0.009877361,0.27008015,0.18419282,0.80971843,0.3695408,0.20431165,0.3817207,0.46945155,0.32190982,0.21858804,0.1589564,0.1699479,0.23446405,-0.03385702,0.13541426,0.22990452,-0.19033952,0.2708216,-1.0144682,-0.24288571,0.2010691,0.20557822,0.25026748,0.038276274,0.31761318,0.16903152,0.26837075,-0.72315645,0.21770683,-0.539485,-0.122590706,-0.44036803,-0.042426206,0.13013421,-0.60144234,-0.2664685,0.042188123,-0.34090832,-0.19379584,-0.6450363,0.23305093,0.7953946,0.084918976,-0.10197305,-0.10268675,0.15309058,-0.739855,-0.46529096,-0.045275155,0.27098587,-0.12901723,0.13179065,-0.31112045,-0.2911141,-0.07118494,0.6309615,0.2702926,-0.31817377,-0.24299285,-0.0011240036,-0.0183165,0.27848104,-0.19816583,-0.069191694,-0.34261802,0.092052914,-0.4290267
dr,0.37829292,0.5713817,-0.47590202,0.25111565,-0.66946894,-0.104745135,0.2927473,-0.026707016,-0.12173095,-0.022112114,-0.5921474,0.20736487,0.096400194,0.22786926,0.18009725,0.1509234,-0.0648217,-0.31449047,-0.1179385,0.154297,-0.15435474,-0.052012462,-0.42641357,-0.02912004,0.33479536,0.07415195,-0.13435219,0.3972619,0.38833153,-0.49952373,-0.036004394,-0.03732265,0.2559773,-0.25365582,-0.1358254,-0.028582674,0.105121225,0.2589764,-0.06875981,0.62807745,0.33014706,0.5411719,-0.3962232,0.15749477,-0.2560208,-0.46710622,-0.064945415,0.011173598,0.5539585,-0.41546565,-0.36515024,0.05342786,-0.13269244,-0.3440034,0.086363085,-0.13371134,-0.4570082,-0.006194389,0.5344989,0.065234214,-0.0699919,0.35331675,0.04202305,0.70051074,-0.21070917,0.5899762,-0.07586613,-0.16988137,-0.39446488,-0.43916252,-0.08217846,0.011905159,-0.11704066,-0.092365265,0.44410276,-0.023737391,0.3278008,0.3394162,0.8248961,-0.8129075,-0.41636094,0.0699333,-0.039977595,0.1693543,0.44339964,0.102321915,-0.13283966,-0.1755914,0.21887785,0.06270607,-0.5414293,0.18967415,0.4261615,-0.086268455,0.22594649,0.11094595,-0.07321959,-0.12266115,0.34401685,-0.12609842
aordinary,0.1287097,0.116357744,-0.3493214,0.50209504,-0.0018421793,0.4249263,-0.04515396,0.21728095,-0.26117522,0.31527457,-0.22634304,0.07002452,-0.59711313,0.23433653,0.22551575,-0.0038688674,0.04710664,-0.67305636,-0.05637308,0.3586038,0.04389417,0.064424336,-0.287012,0.12660672,0.30732512,0.121695414,-0.5843819,0.5919208,0.07495514,-0.30051646,-0.22230463,-0.6684307,-0.64672333,-0.005729119,-0.19344369,-0.3008112,0.14825088,-0.7264513,-0.37957466,0.47823286,0.090902664,-0.31322172,0.31845486,-0.12245888,-0.043874986,-0.59471536,-0.045620598,-0.22879945,0.4743518,-0.23389901,-0.2854701,-0.5561217,0.046830676,-0.07510495,-0.1904343,-0.18745683,-0.12527788,0.32290238,0.2550623,0.557934,0.085812606,-0.09971155,-0.08502705,-0.046280418,-0.049790047,0.2483323,-0.017064372,0.15345171,-0.16554482,-0.5780289,-0.29545698,-0.057977796,-0.24340822,-0.20427805,0.157139,0.2171855,-0.09434114,-0.12249047,0.01826138,-0.15453298,-0.17624101,-0.276436,-0.56415594,-0.12942235,-0.38099876,-0.13667305,-0.1525476,-0.27576262,-0.41349414,-0.09796284,-0.23381451,0.30366632,-0.017361088,0.07420456,0.40991613,-0.5334097,0.38534942,-0.34868348,0.0037685125,-0.1913455
nces,0.68425137,0.1731183,-0.28656426,0.040543824,0.17846946,-0.26256502,0.1560624,-0.23582213,0.069700584,0.28829852,-0.265868,0.24823302,0.25605518,0.6680173,0.23244181,0.12412785,-0.054735214,-0.28737018,-0.61120725,-0.065891504,-0.15303114,0.022989571,-0.37873566,0.013789279,0.6429569,-0.0029133803,-0.10542064,0.18517844,0.32325974,-0.28654644,0.29341033,0.027862443,0.037997525,-0.12802793,0.68396395,0.06837046,-0.12112617,0.15625614,-0.019076496,0.13661462,0.14009848,0.17880823,0.0013524583,-0.10675278,0.11381986,0.06760516,-0.011102236,0.2311444,0.3515348,-0.3874474,0.5402435,-0.5795745,-0.02382531,-0.025175367,0.013216601,0.1882973,-0.53315157,-0.23385765,0.12564456,0.28303304,0.17296013,0.15495703,0.008856302,0.13009788,0.115053385,-0.114821374,-0.22397755,0.12528653,-0.32620123,-0.40073025,0.27839312,-0.27951187,-0.2824954,-0.5004569,-0.028672533,0.015376159,0.032470897,-0.8466328,0.27773413,0.4538334,0.11295826,0.059126686,-0.21437077,0.12563589,-0.03950348,-0.51226604,0.29230776,-0.32393378,-0.3568203,-0.5082612,-0.10133405,0.08043153,0.27484456,-0.15094604,0.2426726,-0.36361834,-0.067935884,-0.09601698,-0.18601173,0.15061073
thir,0.08883175,0.30401993,0.007405214,0.76604134,-0.509848,-0.38490233,-0.48378184,-0.05339263,0.5086771,-0.16231668,-0.41626057,-0.13336076,-0.07684248,0.26956478,-0.06836787,0.28320098,0.018042773,-0.13090235,0.29297403,-0.046494476,-0.098287135,0.034358446,-0.03364879,0.12815847,0.4821637,0.3326546,0.20897476,0.07975582,0.08178644,-0.42318138,-0.1754478,-0.019887153,-0.25997537,0.6491217,-0.25496522,-0.12213253,0.15538143,0.10320949,-0.11536929,0.28762212,0.25557175,0.2507835,0.4267492,0.39403114,0.17644796,0.46399882,0.05310147,0.066582605,-0.34527183,-0.48931995,0.3104829,-0.16465367,-0.35723084,0.43190062,0.75654113,-0.17021081,-0.07058411,0.2572028,-0.17633043,-0.12532738,-0.10344728,-0.005297657,-0.17773966,0.1839762,0.15184875,0.067805335,-0.26712373,-0.58745915,-0.40598786,-0.15072538,-0.20169836,-0.19645067,-0.13391092,0.30622473,0.26195678,-0.2775364,0.65743476,0.28774616,0.27967817,-0.6469143,0.34503353,-0.031025685,-0.03142544,0.038183022,-0.08912457,-0.014865353,-0.083908714,-0.052660547,-0.05756642,0.020465417,-0.14939943,0.46155202,0.36998904,0.12123193,0.2741299,-0.34857824,0.15673384,0.44655722,-0.44546202,-0.5456425
deci,0.04950006,0.031729963,0.30879787,0.4084973,-0.01192504,0.29040256,-0.3764295,0.15820765,0.15131408,0.37707618,-0.32460433,0.25459293,0.14349838,0.14761741,0.23174727,-0.55748314,-0.11317951,0.26860926,0.18981719,-0.5374263,-0.263628,0.08822998,0.068772495,0.39839768,0.07585491,0.21129158,-0.5137806,-0.019773738,0.044915665,-0.22812583,-0.25411302,-0.3774404,0.30474922,0.12569408,0.22924033,-0.29309338,0.006503173,0.441626,0.08722288,0.23357293,0.1844543,0.41863704,0.29231694,0.13015799,0.38047194,0.57774943,-0.08397386,-0.083664745,-0.0016325719,-0.009277864,-0.054429837,-0.46849313,-0.560704,0.28992108,0.35135093,-0.029050002,-0.7986163,-0.27819374,0.1750913,-0.039675727,-0.017951576,-0.16112506,-0.44702798,0.11070408,0.2841284,-0.14560626,0.4208852,-0.40103734,-0.7619789,-0.20048876,-0.076192364,-0.060978536,-0.62649924,-0.41669762,-0.24587156,0.11212733,0.12586235,-0.15677117,0.7597633,-0.2032204,-0.38156873,-0.19657579,0.0140700145,0.047321625,-0.27240863,-0.032145977,0.0072246925,-0.07874192,0.65009874,-0.27765378,-0.47441283,0.37364647,-0.04987949,0.054509718,0.25648275,-0.21078017,0.17345513,0.35015962,-0.00059783284,-0.14439923
ad,0.46145886,0.10446701,-0.03158801,0.010269052,0.012988515,0.17535883,-0.0049586287,-0.026687626,0.02341113,-0.08380125,-0.021855405,0.22651872,0.009720326,0.302604,-0.7027556,-0.3361746,-0.2837759,-0.3370379,0.010721127,-0.038371183,-0.12167177,-0.4233946,-0.055857275,0.50970626,0.10910443,0.63384646,-0.15973142,-0.18778943,-0.21733303,-0.46677822,-0.38609922,0.26437363,-0.36994842,0.1890285,0.3159579,0.046293635,-0.07046984,0.037168108,-0.4542727,0.18521737,-0.09581173,-0.02337005,0.023987947,-0.1870034,0.2699628,0.085541375,0.25388217,-0.38321748,-0.28653052,0.07344654,-0.2504656,-0.40783373,0.026386917,0.49964926,0.20863894,0.16765906,-0.85988396,-0.17418036,-0.19872946,0.30192792,0.18293017,-0.32261968,-0.21446955,1.0671145,-0.28715238,-0.06835455,0.21125539,-0.61777896,-0.10108707,-0.05255751,-0.31436393,0.08049314,0.06576481,-0.09554996,-0.08521967,-0.13618344,0.16414607,-0.28868267,0.3078702,-0.124865614,-0.69268745,-0.20850168,0.33132613,-0.010187456,-0.33241245,0.13700652,-0.29684344,-0.14649673,-0.018220045,0.051006388,-0.6211648,0.71638143,0.15802929,-0.5773297,0.4845515,0.26250675,0.25430313,0.35422105,0.4230121,0.028755466
ough,0.38069865,0.68025583,-0.39213106,0.2642237,-0.9058712,0.12160696,-0.033676278,-0.01734663,0.19100147,-0.002282049,-0.61550355,-0.19598977,-0.08119261,0.80689347,-0.020991452,-0.43740922,-0.031635087,-0.50345683,-0.19646524,-0.074650116,-0.01796822,-0.08342419,-0.16380435,0.14977309,0.29201296,-0.16041805,-0.2425815,0.43453637,-0.00698543,-0.11922949,0.4662355,0.25190538,0.14143386,-0.35077187,-0.05802747,-0.3493521,0.02955122,0.113784455,0.092428006,0.60126436,-0.13415141,-0.29375595,-0.3779304,-0.11588344,-0.13317798,0.1286633,-0.09713551,-0.031210346,0.07933174,-0.23675986,-0.16212375,-0.51641756,-0.61506355,-0.18987383,0.26710182,0.101494394,-0.38141364,-0.09107213,0.19772124,0.3111109,-0.029233888,0.06341649,0.14226067,0.45264816,0.26759776,0.6905618,-0.05430022,-0.21273097,-0.3904402,-0.57514477,-0.32879275,-0.35191947,-0.4118831,-0.5476457,0.06406489,0.12971014,0.4888408,-0.07795172,0.2511124,-0.014774682,0.080841765,-0.19654046,-0.016313039,0.20726718,0.39512575,0.020141441,0.09155158,-0.47806954,0.067822024,-0.053449683,-0.522483,-0.17703308,0.369615,-0.002227223,0.17256561,-0.047363613,-0.061900083,-0.3691136,-0.16916922,-0.06560778
ht,0.21949792,0.36897853,0.18133739,0.6886303,-0.26215628,-0.17767575,-0.09849771,-0.061999224,0.19750771,0.19898042,-0.29354644,0.43673724,0.33044443,0.22459802,-0.22502846,-0.45308283,-0.16875267,-0.27247813,0.32955822,0.4015285,-0.29484072,0.075693175,0.2498055,0.6670579,0.13510004,0.14612809,0.03415531,-0.0040755677,0.038952366,-0.24520478,0.058017254,0.19239749,0.0058144527,0.27276212,-0.0583235,-0.08279929,0.5180682,-0.21618815,-0.02702999,-0.0034006736,0.04841168,0.29393104,0.54125446,0.13111895,-0.15163456,0.37624294,-0.27184036,-0.11162905,-0.3974395,-0.10066935,0.0077222334,-0.4580676,-0.58160883,0.49450797,0.7287266,-0.21146202,-0.8965847,0.10280956,-0.045480113,-0.12552056,-0.044286378,-0.13695431,-0.3955419,0.12249487,0.04378534,0.44818172,0.12534696,-0.010180276,-0.20332098,-0.22090101,-0.11482319,-0.11860693,-0.16464289,-0.22301348,0.06268067,0.011276299,0.13369459,0.13402733,0.27298835,-0.45477384,0.09573751,0.24999933,-0.07104152,0.41209623,-0.5139131,0.38802177,0.011656198,-0.3920329,-0.17076951,-0.22323667,-0.30571803,0.7573196,0.0007348923,-0.011770768,0.51320964,-0.053951953,-0.06938722,0.8196482,-0.28362077,-0.27359122
weig,0.32670218,0.3373698,-0.0042916196,0.6848685,-0.29831737,-0.3440429,0.028882831,-0.036712587,0.07387005,0.16086175,-0.16203214,0.4770543,0.21973379,0.17987879,-0.25133476,-0.3611247,-0.20854513,-0.26885948,0.4379857,0.3618118,-0.2628884,0.15419523,0.16256435,0.7217786,0.032675244,0.27576542,0.066660136,-0.014685621,-0.046390187,-0.3382283,-0.011529574,0.110298194,-0.06489098,0.301671,-0.0046547996,-0.07960859,0.50570047,-0.27164608,-0.16945705,0.1810291,0.112144195,0.33078977,0.5993235,0.21371816,-0.12098256,0.47635818,-0.23751195,-0.02833211,-0.42912862,-0.26689783,-0.003368838,-0.35438755,-0.4393828,0.47668526,0.66154885,-0.24208613,-0.7776014,0.050133616,-0.078887776,-0.14272855,-0.14257424,0.08157318,-0.3197822,0.09158654,-0.106859565,0.5344323,0.005697077,-0.14048177,-0.26154447,-0.012023285,-0.04151331,-0.16769159,-0.28492224,-0.05849238,-0.11321535,0.07385098,0.22895741,0.15776888,0.26618943,-0.4618515,0.079748645,0.19920792,-0.15808861,0.47402593,-0.45711806,0.54100025,0.028892426,-0.3835818,-0.22179653,-0.35631582,-0.19626422,0.76399696,0.07182355,-0.26056972,0.21907431,-0.17123924,0.034292955,0.873334,-0.35166943,-0.36721
uman,-0.22948143,-0.019635059,-0.5322741,0.5737078,-0.06507466,0.060504332,0.12831095,-0.10869128,0.13595635,0.05053852,-0.5626337,0.31889194,-0.43557885,0.33829015,0.06876324,-0.10427734,0.26732865,-0.43250075,-0.5739318,-0.006520563,-0.2176774,0.16274251,0.20954366,0.31436425,0.38215113,0.09211513,0.0064625056,-0.07524382,-0.118582636,-0.495714,0.13453996,-0.08906721,0.36294216,-0.26594332,0.028761396,0.11145348,0.04794731,-0.11707587,0.20108077,-0.27043095,-0.019533422,-0.11245511,0.49403742,0.16348256,-0.236412,0.06861506,0.069485724,-0.013253646,0.17537613,0.16746165,0.062465824,-1.0959657,-0.09466199,-0.17557894,0.11791999,-0.3495082,0.018409226,0.030543936,-0.1861728,0.44729435,-0.38508734,0.078101106,-0.10875755,0.47408256,0.028948441,0.05173425,0.22807448,-0.37500247,-0.5650357,-0.074996136,0.30921316,-0.20708473,-0.49332237,0.48574808,0.4688195,0.48740625,0.4126915,-0.26944178,0.6359394,-0.0157616,0.2825026,-0.16347785,-0.08550924,-0.18347897,0.2902498,0.08225264,0.008544327,-0.08995833,-0.49112153,-0.27199954,-0.44659927,0.37053385,0.4174834,-0.56508327,0.2830334,-0.15782796,0.38765973,0.060144946,-0.021424087,0.3589355
red,-0.0103663085,0.3571789,0.1725608,0.017236108,-0.13620667,0.55221343,0.07535123,0.5786772,0.3867735,0.09322874,-0.54372907,0.28474763,0.19403897,0.27950794,-0.1724249,0.23413052,-0.062922776,-0.40982786,-0.045051076,0.09267095,0.15111773,-0.021508226,-0.45141792,-0.19880658,0.29484048,0.07748117,0.18516779,-0.3787551,-0.10116753,-0.5605243,0.039551258,-0.4162882,-0.16455466,0.43126073,-0.099712715,0.10633705,0.17083593,-0.26273644,-0.23207477,0.17592229,0.26556093,0.023092916,0.25580364,-0.15458016,-0.19173211,-0.10026297,-0.25796852,-0.15266657,0.4131684,-0.5238368,0.17733383,-0.12186526,0.2024463,-0.37475124,-0.15510097,0.09343553,-0.37807244,0.13543877,-0.035840757,-0.27941862,0.36121058,0.17433473,0.160375,-0.13748007,0.1770626,-0.23747253,0.1927187,-0.04421786,-0.30650625,0.110253274,0.48578328,0.48662573,-0.061200265,0.04444953,0.17061219,0.4157772,0.18581536,-0.16662106,0.13929996,-0.5861457,0.2123937,0.116389066,0.12901285,0.29622903,-0.09599769,-0.41411072,-0.36787316,0.10584541,-0.11288221,0.49908713,-0.55945295,0.12112896,0.6935616,-0.25138226,0.4312587,-0.09837852,0.43281382,0.5505911,-0.07134735,-0.39244238
gical,0.3190745,0.38891068,0.036705345,0.2785469,-0.122350186,0.23587725,-0.3097259,0.04169236,-0.34217608,0.17123957,-0.011209572,0.3918555,-0.5801164,0.087205194,0.02324911,-0.5441022,0.3063205,0.3339385,0.019402914,-0.18998095,-0.6511244,-0.34414664,-0.12165326,0.24171372,-0.28225446,0.48921725,-0.11383884,-0.008913834,-0.06573488,-0.5131407,-0.27739763,-0.2696602,0.38834414,0.3829357,0.67019355,-0.38169312,0.28279147,0.15449412,-0.03144337,0.008572051,0.16309822,-0.047910266,0.10306851,0.032889258,0.13077241,0.06966395,-0.28588206,-0.1363274,0.17185636,-0.4080946,0.14265022,-0.70304435,-0.54109967,0.08233266,0.40442577,0.15076354,-1.0435456,-0.100490905,0.17048153,0.04503657,-0.29485834,-0.03262472,-0.2119905,0.24178901,-0.43900713,-0.4256249,0.18508115,-0.32842904,-0.8626175,-0.47655594,-0.29640338,0.019538611,-0.41126966,-0.31344286,-0.20632097,0.21459554,0.40104505,-0.11018952,0.56060445,-0.2763907,-0.11714352,-0.21518986,0.10075068,-0.1370043,-0.19601513,0.16226344,-0.13285385,-0.09028523,0.29180792,-0.19267532,-0.9929703,0.31961098,0.00520235,-0.24299838,0.49701148,-0.5306994,0.089645594,-0.15662329,-0.043473,-0.21526709
illo,0.24645208,0.36521927,-0.042859454,0.32342318,-0.22739723,0.27392116,-0.34679708,0.021851178,-0.34918612,0.0803053,-0.056062102,0.40233222,-0.43619812,-0.06977029,0.0113718575,-0.5062811,0.37121192,0.28647405,0.021045733,-0.19339496,-0.63932157,-0.3782162,-0.12157159,0.3088503,-0.16024576,0.54632926,-0.02273174,-0.047242295,-0.06309534,-0.55444896,-0.26457018,-0.11960511,0.42077222,0.30780455,0.60856694,-0.35448667,0.21170852,0.2579596,-0.0014133728,0.039746266,0.23039243,-0.072207585,0.037439648,0.06940188,0.07966044,-0.055707473,-0.2971529,-0.07332789,0.0661875,-0.41660082,0.1453095,-0.72010016,-0.50210345,-0.0042343074,0.37446934,0.040633924,-0.93570626,-0.10275703,0.26632938,0.0032433872,-0.2517923,-0.08976531,-0.17098758,0.22968046,-0.45640033,-0.42935368,0.05250347,-0.40796214,-0.75302005,-0.4611776,-0.19717987,-0.01604572,-0.51333714,-0.2596259,-0.15108897,0.17838131,0.4586369,-0.1156387,0.5412491,-0.40197974,-0.041782245,-0.25737414,0.15386079,-0.15277976,-0.10019574,0.13264805,-0.14938632,-0.055160012,0.21843252,-0.1013975,-0.9362291,0.4165854,-0.06884153,-0.24452268,0.33669806,-0.64903784,0.064826064,-0.08655155,-0.03327697,-0.18988033
